cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/0111-1/{B6A31647-03F1-4402-99FB-8C6CB82540A9}IMG100.JPG,The Slow Regard of Silent Things,Patrick Rothfuss,Astra Publishing House,9780698184947,"May 19, 2021 02:46",Returned, 7 days  early,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{5D051668-3356-4E36-89DD-07607451935B}IMG100.JPG,The Wise Man's Fear,Patrick Rothfuss,Astra Publishing House,9781101486405,"May 19, 2021 02:46",Returned, 1 day  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0017-1/{FE5AF618-CA71-4D58-9F2E-64C21A7DA5F5}IMG100.JPG,Show Your Work!,Austin Kleon,Workman Publishing Company,9780761181361,"May 18, 2021 22:54",Borrowed, 21 days ,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/2390-1/{2F7BA779-BF14-4B63-B0DD-03313C57604F}IMG100.JPG,The Final Empire,Brandon Sanderson,Tor Publishing Group,9781429914567,"May 14, 2021 02:30",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{B6A31647-03F1-4402-99FB-8C6CB82540A9}IMG100.JPG,The Slow Regard of Silent Things,Patrick Rothfuss,Astra Publishing House,9780698184947,"May 05, 2021 12:13",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{5D051668-3356-4E36-89DD-07607451935B}IMG100.JPG,The Wise Man's Fear,Patrick Rothfuss,Astra Publishing House,9781101486405,"April 29, 2021 12:53",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{E6ACE30D-DEF0-4862-8B88-0499E9DF3471}IMG100.JPG,Steal Like an Artist,Austin Kleon,Workman Publishing Company,9780761171256,"April 29, 2021 12:53",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/2390-1/{C10AA979-8E82-49AF-AF83-62AB5F054E4B}IMG100.JPG,On the House,John Boehner,St. Martin's Publishing Group,9781250277183,"April 12, 2021 23:23",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/1523-1/{ED2C357D-CFAD-46B7-A7CF-E8F81F3183C4}IMG100.JPG,Your Money or Your Life,"Vicki Robin, Joe Dominguez",Penguin Publishing Group,9781101539705,"April 12, 2021 23:23",Returned, 11 days  early,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{5D051668-3356-4E36-89DD-07607451935B}IMG100.JPG,The Wise Man's Fear,Patrick Rothfuss,Astra Publishing House,9781101486405,"April 11, 2021 12:22",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{A3280DBC-2414-44DE-A56E-AA4F77BF94A9}Img100.jpg,Here Be Dragons,Sharon Kay Penman,St. Martin's Publishing Group,9781429922999,"April 11, 2021 12:21",Returned, 6 days  early,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{BFB10721-37A7-42C9-904F-184BE6997B90}Img100.jpg,"The 4-Hour Workweek, Expanded and Updated",Timothy Ferriss,Harmony/Rodale,9780307591166,"April 11, 2021 12:21",Returned, 2 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/1523-1/{ED2C357D-CFAD-46B7-A7CF-E8F81F3183C4}IMG100.JPG,Your Money or Your Life,"Vicki Robin, Joe Dominguez",Penguin Publishing Group,9781101539705,"April 03, 2021 11:43",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/6689-1/{E87E210E-674E-4223-A61C-C223BCB9531B}IMG100.JPG,The Road Back to You,"Ian Morgan Cron, Suzanne Stabile",InterVarsity Press,9780830893270,"April 02, 2021 22:04",Returned,on due date,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{A3280DBC-2414-44DE-A56E-AA4F77BF94A9}Img100.jpg,Here Be Dragons,Sharon Kay Penman,St. Martin's Publishing Group,9781429922999,"March 28, 2021 03:21",renew,"",Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0111-1/{E241F90C-6AA6-44DD-AC99-FC77BD750512}Img100.jpg,If I Ran the Zoo,Dr. Seuss,Random House Children's Books,"","March 28, 2021 03:21",Returned, 17 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{E241F90C-6AA6-44DD-AC99-FC77BD750512}Img100.jpg,If I Ran the Zoo,Dr. Seuss,Random House Children's Books,"","March 25, 2021 00:37",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{BFB10721-37A7-42C9-904F-184BE6997B90}Img100.jpg,"The 4-Hour Workweek, Expanded and Updated",Timothy Ferriss,Harmony/Rodale,9780307591166,"March 24, 2021 00:56",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C3797F52-4F8B-4A53-8DC1-50C0378660F0}Img100.jpg,War Lord,Bernard Cornwell,HarperCollins,9780062563255,"March 23, 2021 03:40",Returned, 2 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/6689-1/{E87E210E-674E-4223-A61C-C223BCB9531B}IMG100.JPG,The Road Back to You,"Ian Morgan Cron, Suzanne Stabile",InterVarsity Press,9780830893270,"March 12, 2021 22:04",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{A3280DBC-2414-44DE-A56E-AA4F77BF94A9}Img100.jpg,Here Be Dragons,Sharon Kay Penman,St. Martin's Publishing Group,9781429922999,"March 10, 2021 03:13",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{BFB10721-37A7-42C9-904F-184BE6997B90}Img100.jpg,"The 4-Hour Workweek, Expanded and Updated",Timothy Ferriss,Harmony/Rodale,9780307591166,"March 06, 2021 00:24",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C3797F52-4F8B-4A53-8DC1-50C0378660F0}Img100.jpg,War Lord,Bernard Cornwell,HarperCollins,9780062563255,"March 05, 2021 02:31",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{A3280DBC-2414-44DE-A56E-AA4F77BF94A9}Img100.jpg,Here Be Dragons,Sharon Kay Penman,St. Martin's Publishing Group,9781429922999,"March 05, 2021 02:24",Placed on hold,"",Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0111-1/{E241F90C-6AA6-44DD-AC99-FC77BD750512}Img100.jpg,If I Ran the Zoo,Dr. Seuss,Random House Children's Books,"","March 03, 2021 14:10",Placed on hold,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{33819BF3-330A-4331-8C80-3B589475069B}Img100.jpg,The Empire of Gold,S. A. Chakraborty,HarperCollins,9780062678188,"February 26, 2021 03:23",Returned, 14 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/1523-1/{ED2C357D-CFAD-46B7-A7CF-E8F81F3183C4}IMG100.JPG,Your Money or Your Life,"Vicki Robin, Joe Dominguez",Penguin Publishing Group,9781101539705,"February 25, 2021 01:48",Placed on hold,"",Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0017-1/{EFC498AA-FC11-4DBB-AEE2-4156DCF6A9C8}Img100.jpg,Becoming Eve,Abby Stein,Basic Books,9781580059176,"February 24, 2021 04:06",Returned, 13 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{33819BF3-330A-4331-8C80-3B589475069B}Img100.jpg,The Empire of Gold,S. A. Chakraborty,HarperCollins,9780062678188,"February 19, 2021 03:28",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{EFC498AA-FC11-4DBB-AEE2-4156DCF6A9C8}Img100.jpg,Becoming Eve,Abby Stein,Basic Books,9781580059176,"February 16, 2021 23:53",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{BFB10721-37A7-42C9-904F-184BE6997B90}Img100.jpg,"The 4-Hour Workweek, Expanded and Updated",Timothy Ferriss,Harmony/Rodale,9780307591166,"February 15, 2021 18:30",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0017-1/{FE5AF618-CA71-4D58-9F2E-64C21A7DA5F5}IMG100.JPG,Show Your Work!,Austin Kleon,Workman Publishing Company,9780761181361,"February 14, 2021 04:07",Returned, 12 days  early,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0017-1/{EFC498AA-FC11-4DBB-AEE2-4156DCF6A9C8}Img100.jpg,Becoming Eve,Abby Stein,Basic Books,9781580059176,"February 08, 2021 14:35",Placed on hold,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0017-1/{FE5AF618-CA71-4D58-9F2E-64C21A7DA5F5}IMG100.JPG,Show Your Work!,Austin Kleon,Workman Publishing Company,9780761181361,"February 06, 2021 01:25",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0293-1/{33819BF3-330A-4331-8C80-3B589475069B}Img100.jpg,The Empire of Gold,S. A. Chakraborty,HarperCollins,9780062678188,"February 01, 2021 03:20",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{CA2B193A-EEA5-488A-A01E-D10934060C39}Img100.jpg,The Kingdom of Copper,S. A. Chakraborty,HarperCollins,9780062678157,"February 01, 2021 03:14",Returned, 7 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{CA2B193A-EEA5-488A-A01E-D10934060C39}Img100.jpg,The Kingdom of Copper,S. A. Chakraborty,HarperCollins,9780062678157,"January 18, 2021 06:22",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{1A432D41-C313-4DB1-9614-A8DCD0A04815}IMG100.JPG,The City of Brass,S. A. Chakraborty,HarperCollins,9780062678126,"January 18, 2021 06:21",Returned, 6 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{1A432D41-C313-4DB1-9614-A8DCD0A04815}IMG100.JPG,The City of Brass,S. A. Chakraborty,HarperCollins,9780062678126,"January 04, 2021 04:22",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"January 03, 2021 20:06",Returned, 4 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{F6A67EA2-76CA-469E-B773-236A788F173C}Img100.jpg,Ready Player Two,Ernest Cline,Random House Publishing Group,9781524761356,"January 03, 2021 19:52",Returned, 2 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"December 18, 2020 14:58",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{F6A67EA2-76CA-469E-B773-236A788F173C}Img100.jpg,Ready Player Two,Ernest Cline,Random House Publishing Group,9781524761356,"December 16, 2020 00:36",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{7078C3AC-1250-49D6-9207-50542C86F0F6}Img100.jpg,The New Digital Age,"Eric Schmidt, Jared Cohen",Knopf Doubleday Publishing Group,9780307961105,"December 02, 2020 00:58",Returned, 1 day  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"November 30, 2020 13:10",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{F6A67EA2-76CA-469E-B773-236A788F173C}Img100.jpg,Ready Player Two,Ernest Cline,Random House Publishing Group,9781524761356,"November 25, 2020 14:47",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"November 15, 2020 21:49",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{B94871FA-EA0E-4D96-AA10-00F022C307D2}Img100.jpg,Calling Bullshit,"Carl T. Bergstrom, Jevin D. West",Random House Publishing Group,9780525509196,"November 14, 2020 21:55",Returned, 11 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"November 13, 2020 00:05",Placed on hold,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{7078C3AC-1250-49D6-9207-50542C86F0F6}Img100.jpg,The New Digital Age,"Eric Schmidt, Jared Cohen",Knopf Doubleday Publishing Group,9780307961105,"November 13, 2020 00:05",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{B94871FA-EA0E-4D96-AA10-00F022C307D2}Img100.jpg,Calling Bullshit,"Carl T. Bergstrom, Jevin D. West",Random House Publishing Group,9780525509196,"November 05, 2020 14:28",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{B94871FA-EA0E-4D96-AA10-00F022C307D2}Img100.jpg,Calling Bullshit,"Carl T. Bergstrom, Jevin D. West",Random House Publishing Group,9780525509196,"November 01, 2020 12:24",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0439-1/{0328319B-5FCB-4B0F-8798-FC911D48E08F}Img100.jpg,The War for America's Soul,Sebastian Gorka,Skyhorse Publishing,9781621579632,"November 01, 2020 12:24",Returned, 13 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"October 25, 2020 21:49",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0439-1/{0328319B-5FCB-4B0F-8798-FC911D48E08F}Img100.jpg,The War for America's Soul,Sebastian Gorka,Skyhorse Publishing,9781621579632,"October 25, 2020 01:11",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{7078C3AC-1250-49D6-9207-50542C86F0F6}Img100.jpg,The New Digital Age,"Eric Schmidt, Jared Cohen",Knopf Doubleday Publishing Group,9780307961105,"October 24, 2020 15:59",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/6852-1/{13BCFCB4-C5F4-4745-938A-B9D5DD93EF97}Img100.jpg,Hate Inc.,Matt Taibbi,OR Books,9781949017267,"October 13, 2020 13:29",Placed on hold,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0044-1/{16E7D9E4-C10C-4D3C-843B-5FB973E8FD76}Img100.jpg,The Shallows,Nicholas Carr,W. W. Norton & Company,9780393358001,"September 16, 2020 03:24",Returned, 14 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"September 16, 2020 03:22",Returned, 3 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0044-1/{16E7D9E4-C10C-4D3C-843B-5FB973E8FD76}Img100.jpg,The Shallows,Nicholas Carr,W. W. Norton & Company,9780393358001,"September 10, 2020 00:30",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{8BEFE73D-9E68-4B56-A46F-7D7C9F8E87D1}IMG100.JPG,The Book Thief,Markus Zusak,Random House Children's Books,9780307433848,"September 07, 2020 02:53",Returned, 18 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{8BEFE73D-9E68-4B56-A46F-7D7C9F8E87D1}IMG100.JPG,The Book Thief,Markus Zusak,Random House Children's Books,9780307433848,"September 04, 2020 12:25",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"August 29, 2020 13:49",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{26282F6B-7D8E-4CDF-8DA6-FD7F1FB0992B}Img100.jpg,Sword of Kings,Bernard Cornwell,HarperCollins,9780062563231,"August 21, 2020 05:20",Returned, 6 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{86F6ACB5-32E1-4E28-9EFD-F219AE13B4F3}Img100.jpg,Children of the Fleet,Orson Scott Card,Tor Publishing Group,9781466853409,"August 13, 2020 04:34",Returned, 14 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{86F6ACB5-32E1-4E28-9EFD-F219AE13B4F3}Img100.jpg,Children of the Fleet,Orson Scott Card,Tor Publishing Group,9781466853409,"August 06, 2020 05:35",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0293-1/{26282F6B-7D8E-4CDF-8DA6-FD7F1FB0992B}Img100.jpg,Sword of Kings,Bernard Cornwell,HarperCollins,9780062563231,"August 06, 2020 05:34",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0116-1/{12AC43BA-48A7-48F8-96DC-8FBD95B2995F}Img100.jpg,Antisocial Media,Siva Vaidhyanathan,Oxford University Press,9780190841188,"August 05, 2020 05:01",Returned,on due date,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{4AADE033-9F17-4E25-9425-81591DCBA087}Img100.jpg,Alexander Hamilton,Ron Chernow,Penguin Publishing Group,9781101200858,"July 24, 2020 00:55",Returned, 10 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0116-1/{12AC43BA-48A7-48F8-96DC-8FBD95B2995F}Img100.jpg,Antisocial Media,Siva Vaidhyanathan,Oxford University Press,9780190841188,"July 15, 2020 05:01",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{4AADE033-9F17-4E25-9425-81591DCBA087}Img100.jpg,Alexander Hamilton,Ron Chernow,Penguin Publishing Group,9781101200858,"July 13, 2020 22:08",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0111-1/{B8C367DA-E521-490B-8DD3-2B8C9C3CFB74}IMG100.JPG,How to Be an Antiracist,Ibram X. Kendi,Random House Publishing Group,9780525509295,"July 10, 2020 14:29",Returned, 1 day  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{4AADE033-9F17-4E25-9425-81591DCBA087}Img100.jpg,Alexander Hamilton,Ron Chernow,Penguin Publishing Group,9781101200858,"July 08, 2020 15:29",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0305-1/{6D6C90C2-5B98-4136-9D53-CCA4CA3B5C2E}IMG100.JPG,The Ballad of Songbirds and Snakes,Suzanne Collins,Scholastic Inc.,9781338635188,"July 06, 2020 03:24",Returned, 4 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0116-1/{12AC43BA-48A7-48F8-96DC-8FBD95B2995F}Img100.jpg,Antisocial Media,Siva Vaidhyanathan,Oxford University Press,9780190841188,"June 26, 2020 21:28",renew,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0111-1/{B8C367DA-E521-490B-8DD3-2B8C9C3CFB74}IMG100.JPG,How to Be an Antiracist,Ibram X. Kendi,Random House Publishing Group,9780525509295,"June 21, 2020 03:20",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0305-1/{6D6C90C2-5B98-4136-9D53-CCA4CA3B5C2E}IMG100.JPG,The Ballad of Songbirds and Snakes,Suzanne Collins,Scholastic Inc.,9781338635188,"June 19, 2020 21:52",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{E56D4302-4546-4D49-A1F0-A5635599A79A}Img100.jpg,The Life-Changing Magic of Tidying Up,Marie Kondo,Clarkson Potter/Ten Speed,9781607747314,"June 19, 2020 19:33",Returned, 7 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0116-1/{12AC43BA-48A7-48F8-96DC-8FBD95B2995F}Img100.jpg,Antisocial Media,Siva Vaidhyanathan,Oxford University Press,9780190841188,"June 08, 2020 21:06",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{E56D4302-4546-4D49-A1F0-A5635599A79A}Img100.jpg,The Life-Changing Magic of Tidying Up,Marie Kondo,Clarkson Potter/Ten Speed,9781607747314,"June 06, 2020 13:42",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0874-1/{FD77A795-2328-4892-82A9-37CF5C5CE97E}Img100.jpg,The Plot Against America,Philip Roth,HarperCollins,9780547345314,"June 06, 2020 03:26",Returned, 2 days  early,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0305-1/{6D6C90C2-5B98-4136-9D53-CCA4CA3B5C2E}IMG100.JPG,The Ballad of Songbirds and Snakes,Suzanne Collins,Scholastic Inc.,9781338635188,"May 24, 2020 20:32",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0874-1/{FD77A795-2328-4892-82A9-37CF5C5CE97E}Img100.jpg,The Plot Against America,Philip Roth,HarperCollins,9780547345314,"May 19, 2020 02:31",Borrowed, 21 days ,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0439-1/{94790265-CAC4-4AB1-86B7-B886CDD1137E}IMG100.JPG,Flashback,Shannon Messenger,Aladdin,9781481497459,"May 02, 2020 04:13",Returned, 16 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0439-1/{F96E445B-1CDD-44F0-A6AC-BC363D93425C}Img100.jpg,Legacy,Shannon Messenger,Aladdin,9781534427358,"May 01, 2020 03:49",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0439-1/{94790265-CAC4-4AB1-86B7-B886CDD1137E}IMG100.JPG,Flashback,Shannon Messenger,Aladdin,9781481497459,"April 30, 2020 01:38",Returned,on due date,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0439-1/{94790265-CAC4-4AB1-86B7-B886CDD1137E}IMG100.JPG,Flashback,Shannon Messenger,Aladdin,9781481497459,"April 28, 2020 03:00",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0439-1/{94790265-CAC4-4AB1-86B7-B886CDD1137E}IMG100.JPG,Flashback,Shannon Messenger,Aladdin,9781481497459,"April 09, 2020 01:38",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0439-1/{351EC7F5-2474-4568-BE41-682D569947D0}IMG100.JPG,Nightfall,Shannon Messenger,Aladdin,9781481497428,"March 31, 2020 02:50",Returned,on due date,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{B912DF9D-6F76-45D6-B680-6D0F2C1C9C83}Img100.jpg,Rules for Radicals,Saul Alinsky,Knopf Doubleday Publishing Group,9780307756893,"March 19, 2020 02:03",Returned,on due date,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"March 15, 2020 04:19",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0439-1/{351EC7F5-2474-4568-BE41-682D569947D0}IMG100.JPG,Nightfall,Shannon Messenger,Aladdin,9781481497428,"March 10, 2020 02:50",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0293-1/{26282F6B-7D8E-4CDF-8DA6-FD7F1FB0992B}Img100.jpg,Sword of Kings,Bernard Cornwell,HarperCollins,9780062563231,"March 02, 2020 12:47",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0439-1/{17446C82-D3E6-413A-A86B-D8DA79DAA82B}IMG100.JPG,Neverseen,Shannon Messenger,Aladdin,9781481432313,"February 27, 2020 02:24",Returned,on due date,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{B912DF9D-6F76-45D6-B680-6D0F2C1C9C83}Img100.jpg,Rules for Radicals,Saul Alinsky,Knopf Doubleday Publishing Group,9780307756893,"February 27, 2020 02:03",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"February 23, 2020 04:19",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0439-1/{58555A4C-ED9E-4FED-9BC7-99A8B9C6E722}IMG100.JPG,Lodestar,Shannon Messenger,Aladdin,9781481474979,"February 22, 2020 04:30",Placed on hold,"",Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0293-1/{26282F6B-7D8E-4CDF-8DA6-FD7F1FB0992B}Img100.jpg,Sword of Kings,Bernard Cornwell,HarperCollins,9780062563231,"February 10, 2020 12:47",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0439-1/{869DD337-D00D-4E38-BA9E-6F365C09740D}IMG100.JPG,Everblaze,Shannon Messenger,Aladdin,9781442446014,"February 07, 2020 03:59",Returned, 3 days  early,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0439-1/{17446C82-D3E6-413A-A86B-D8DA79DAA82B}IMG100.JPG,Neverseen,Shannon Messenger,Aladdin,9781481432313,"February 06, 2020 02:24",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0439-1/{739B25FA-0894-45E0-9ECE-4507C92FAF8E}IMG100.JPG,Exile,Shannon Messenger,Aladdin,9781442445987,"February 05, 2020 02:31",Returned,on due date,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0111-1/{53CE19F3-B6BB-4E58-A388-2AA38813BC91}Img100.jpg,Educated,Tara Westover,Random House Publishing Group,9780399590511,"February 04, 2020 18:51",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0439-1/{AE82423F-69F3-46BE-B40E-68E040F692F3}IMG100.JPG,Keeper of the Lost Cities,Shannon Messenger,Aladdin,9781442445956,"February 02, 2020 03:50",Returned,on due date,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0293-1/{26282F6B-7D8E-4CDF-8DA6-FD7F1FB0992B}Img100.jpg,Sword of Kings,Bernard Cornwell,HarperCollins,9780062563231,"January 26, 2020 03:47",Placed on hold,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0439-1/{869DD337-D00D-4E38-BA9E-6F365C09740D}IMG100.JPG,Everblaze,Shannon Messenger,Aladdin,9781442446014,"January 21, 2020 03:49",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/0111-1/{B8AEB53D-7ADB-47E6-9663-C642541DC34E}Img100.jpg,The Skies of Pern,Anne McCaffrey,Random House Worlds,9780345447135,"January 16, 2020 19:20",Returned,on due date,St. Joseph County Public Library
